ID,adv_p_test,sample_weight
1,0.6006877316734304,1.5573473538370974
2,0.3538799168861565,0.5670117477670373
3,0.1834844054477392,0.5
4,0.3789055602596736,0.6315717817774802
5,0.4287626957846935,0.7770515168464807
6,0.3102016834788869,0.5
7,0.5099206687619303,1.0771733734073177
8,0.6250757244487625,1.7259907051093466
9,0.5984457649727001,1.5428722504457497
10,0.6027185903664211,1.57060047566762
11,0.2975636413731728,0.5
12,0.6921513575843836,2.0
13,0.3374556879902309,0.5272920258318665
14,0.4628106503522952,0.8919188273827595
15,0.30814814851952443,0.5
16,0.8232138555827626,2.0
17,0.42065220755114635,0.7516803488029764
18,0.7166155626394476,2.0
19,0.40791407558491616,0.7132361308025355
20,0.2914186582137507,0.5
21,0.1222819676835589,0.5
22,0.2338731926232276,0.5
23,0.3888564508656727,0.6587118202719419
24,0.4684856932635237,0.9124955487995686
25,0.32887073431815417,0.5073041690324102
26,0.5035520716068403,1.0500743855980852
27,0.5410669518688074,1.2205373002058388
28,0.23277175312263312,0.5
29,0.3874146393385331,0.6547248038168345
30,0.09369493924922608,0.5
31,0.4550936145069063,0.8646258693582558
32,0.12366763714161243,0.5
33,0.4267249065289462,0.7706093938254449
34,0.42604769830612427,0.7684786426936747
35,0.5674206480595508,1.357965480926022
36,0.38933787683836835,0.6600472919491963
37,0.4589443681627099,0.8781475694111106
38,0.349781913855742,0.5569134221516266
39,0.4412625503736489,0.8175958348448549
40,0.3958776831627943,0.6783995034238122
41,0.09078671232512026,0.5
42,0.12962835357145855,0.5
43,0.35656630224788727,0.5737013554778548
44,0.593132555840771,1.50920488448918
45,0.33954792171556664,0.5322420046214259
46,0.4905130494673184,0.9967055612745881
47,0.5703522390823782,1.3742950387628263
48,0.638270120246038,1.8267095980015902
49,0.30127812746718446,0.5
50,0.47645230453030957,0.9421337468426325
51,0.3540135764537019,0.5673432701087354
52,0.6196552475858276,1.6866387887938206
53,0.12420546976238095,0.5
54,0.4462469375182843,0.8342735758700177
55,0.3309276042071131,0.5120463367687043
56,0.5336410030376695,1.1846176878767802
57,0.3003119093950297,0.5
58,0.49292832965120165,1.006384204616797
59,0.5019865590680022,1.0435191068441112
60,0.42249965898671077,0.7573968567293643
61,0.5235237151500745,1.1374817840208014
62,0.5032785329336023,1.0489260165341219
63,0.25758940607539754,0.5
64,0.5513754141062992,1.2723708392053312
65,0.4884703383306408,0.9885912352995773
66,0.382014354418193,0.6399568252598488
67,0.4242033101671688,0.7627009194421797
68,0.13678164160649575,0.5
69,0.5049855420660824,1.0561131285247765
70,0.5037241619832836,1.0507975035296369
71,0.6798002269676471,2.0
72,0.6736154114485331,2.0
73,0.45390691076068607,0.8604972664304055
74,0.5024094420521256,1.045285780757083
75,0.43578466616662676,0.7996067296081281
76,0.6534482450569592,1.9520569067568228
77,0.507846382121087,1.0682700718725315
78,0.6574712084815334,1.9871426176157896
79,0.6468258922986369,1.8960418561602084
80,0.3997662494620118,0.6895013084974523
81,0.45737481185461104,0.8726129927164817
82,0.6232383854762682,1.712525019903441
83,0.48662654698121394,0.9813225322863481
84,0.44525406299618653,0.8309275177825922
85,0.49486038307856006,1.0141930663735717
86,0.4588666186517766,0.8778726529155788
87,0.46883799091785344,0.9137874139073081
88,0.5499715650621861,1.2651722603664761
89,0.3184708425400156,0.5
90,0.3568495538799237,0.5744099624553104
91,0.33364446695223393,0.5183550089210995
92,0.1222819676835589,0.5
93,0.38035002202220836,0.6354573214766371
94,0.1846772235316946,0.5
95,0.24754800636878646,0.5
96,0.4998121092839346,1.0344821017778165
97,0.2945359705018675,0.5
98,0.45356073827906124,0.8592962931488853
99,0.4839999536548467,0.9710575295529456
100,0.678565128823486,2.0
101,0.5481928721255904,1.256115824260906
102,0.4157444680544588,0.7366700722677744
103,0.6957574040664453,2.0
104,0.6142740647895623,1.6486661431621474
105,0.3398903610321697,0.5330551638905043
106,0.6164352492487145,1.6637886464238392
107,0.49124034470155026,0.9996103489491428
108,0.39161815453431104,0.6664014774716701
109,0.4807542646847516,0.9585164881556323
110,0.3676456567050358,0.6018916445780629
111,0.5420255288088357,1.225258862840976
112,0.1967356497533643,0.5
113,0.4978114230358405,1.0262363859357013
114,0.3103246460719966,0.5
115,0.38814023662484387,0.6567289367380641
116,0.4225848766636082,0.7576614255564617
117,0.4513543060712801,0.8516771506142161
118,0.6885087866200148,2.0
119,0.6403753265444659,1.8434632764882883
120,0.5626935601758274,1.3320957805502718
121,0.5162600642739171,1.1048567397136821
122,0.5619550935804541,1.3281048356872274
123,0.4503289111740264,0.8481571263048587
124,0.4575543682341431,0.8732445228168333
125,0.2941859637152801,0.5
126,0.325370806463933,0.5
127,0.5153108677784219,1.1006656179139411
128,0.629603158516378,1.759742018656403
129,0.42830207348516347,0.7755913208218782
130,0.5758757579991821,1.4056755183835952
131,0.6288389898941719,1.7539875005739978
132,0.45368070346197187,0.8597123150217582
133,0.426591412011216,0.7701889717183719
134,0.4203127501368799,0.7506339395416463
135,0.461049621868497,0.8856217419341524
136,0.2977306360303434,0.5
137,0.6232737359932224,1.712782861274489
138,0.33011569777902827,0.5101709862742098
139,0.5951423252929926,1.521835959210224
140,0.43683400909952924,0.8030256226746955
141,0.14821313976904588,0.5
142,0.5051713555042772,1.0568984614115622
143,0.38111982852557647,0.6375354765386364
144,0.24641317908057497,0.5
145,0.4320217747807934,0.7874506232219837
146,0.4986430636220098,1.0296559535775456
147,0.5049644182907493,1.0560238870741798
148,0.5065689455768146,1.0628242735210232
149,0.5289218496989423,1.1623794613885403
150,0.27435209805784916,0.5
151,0.4281334286344184,0.7750572963754588
152,0.6073100385752859,1.6010689724537124
153,0.5071042913825408,1.065103052840729
154,0.5486647957697068,1.2585117250429936
155,0.3261530825965269,0.5010829462077646
156,0.6501171585206649,1.9236159273119366
157,0.6470989147274622,1.8983096619305648
158,0.5376934592110446,1.2040765441323105
159,0.617448484426693,1.6709374114789854
160,0.6254988280269671,1.729110308162925
161,0.6683228984578122,2.0
162,0.4538199131172697,0.8601953030166392
163,0.630237785090096,1.764539108251067
164,0.37539925331846297,0.6222147270031197
165,0.5130616190597683,1.0907994256805236
166,0.5823683977938015,1.4436231118378573
167,0.2498479955452141,0.5
168,0.44200686499513786,0.8200673842383531
169,0.5866017893147104,1.4690080359509097
170,0.7754292517608634,2.0
